,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
700,10830,Public Health,"For provision of resource of Business Intelligence Specialist for a period of three (3) months from July 30, 2020.",2ISOLUTIONS INC,42840.0,08/04/2020,non-competitive,,CAD
204,11448,City Clerk's Office,"For the provision of AccessPro Case Management software support and maintenance for the period from January 4, 2021 to January 3, 2023, all in accordance with the Amending Agreement No.3 effective December 4, 2020 and Renewal Quote dated February 14, 2020.","CALYTERA SOFTWARE, INC",42827.45,01/25/2021,non-competitive,,CAD
39,SR3251827741 WS3263178974,Facilities Operations,"For the provision of the non-exclusive supply of labour, materials and supervision for the regular maintenance and adjustments to the Heritage Timepiece at Old City Hall, from January 1, 2022 to January 31, 2023.",SCOTIABELL INC,42661.16,01/01/2022,non-competitive,,CAD
1536,GM8.8,Emergency Medical Services,"Amended PO in the amount of $42,240.00, net of all taxes and charges, for the provision of Priority Dispatch Software Support & Maintenance for the period from January 1, 2017 to December 31, 2017.",Priority Dispatch,42240.0,01/01/2017,non-competitive,,CAD
1678,GM8.8,Toronto Paramedic Services,"For the provision of Priority Dispatch Software Support & Maintenance for the period from January 1, 2016 to December 31, 2016.",Priority Dispatch,42240.0,01/01/2016,non-competitive,,CAD
2099,8229,Fire Services,"For the provision of a fully functional vendor-hosted CourseMill learning Management System solution which will serve Fire Services(for up to 5,000 users)",YOUACHIEVE INC,42000.0,01/28/2014,non-competitive,,CAD
482,11315,City Manager's Office,"AUTHORITY: PH16.5 Adopted by City Council on September 30, October 1 and 2, 2020.,For the provision of licenses and training from Avolve for a period of twelve (12) months from January 4, 2021 to December 31, 2021 for Concept to Keys Development Review Operational Pilot project",AVOLVE SOFTWARE,41516.9,12/17/2020,non-competitive,,CAD
2151,GM5.7,Corporate Finance,"Amendment - To increase the Purchase Order value by $41,500 (exclusive of taxes) for the 2013 credit rating services ",STANDARD AND POOR'S,41500.0,12/18/2013,non-competitive,,CAD
1693,GM8.8,Fire Services,"For the annual support and maintenance for the Kidde Fire Trainer model T2000 for the period January 1, 2016 to December 31, 2016","KIDDE FIRE TRAINERS, LLC",41408.0,12/29/2015,non-competitive,,CAD
2153,8245,Toronto Water,For the supply of labour and materials to repair the Water Steam Boiler in WA6 Location at Ashbridges Bay Treatment Plant,ARCTIC COMBUSTION LIMITED,41121.73,12/16/2013,non-competitive,,CAD
1137,GM8.8,Court Services,"For the provision of the annual software support and maintenance of Liberty Recording System for the period from January 1, 2019 to December 31, 2019.",HIGH CRITERIA INC,40809.0,12/10/2018,non-competitive,,CAD
578,11130,Public Health,Option renewal - For provision of resource of Business Intelligence Specialist (Vivek Rao),2ISOLUTIONS INC,40698.0,10/07/2020,non-competitive,,CAD
1928,GM32.20,Corporate Finance,"Amended PO in the amount of $40,650.00 USD (exclusive of taxes) for the 2014 Software & Maintenance Fee during the period from March 6, 2014 to March 5, 2015. ",CS STARS LLC,40650.0,03/06/2014,non-competitive,,CAD
1992,GM 26.12,Transportation Services,"For the provision of AGL Annual Support Services for Street Furniture Asset Management System for the period from January 1, 2013 to December 31, 2013.",Applied Geologistics Inc.,40500.0,01/01/2013,non-competitive,,CAD
1207,9178,Transportation Services,"For the provision of a qualified consultant to provide the professional consulting services needed to support the City during the Hearing of Necessity related to the Steeles/Stouffville GO Grade Separation,Environmental Assessment",LEA CONSULTING LTD,40425.0,09/13/2018,non-competitive,,CAD
1791,GM26.12,Fire Services,"To provide service and maintenance for Kidde Fire Trainer model T2000 from January 1, 2015 to December 31, 2015.",Kidde Fire Trainers LLC,40202.0,03/18/2015,non-competitive,,CAD
1771,GM22.11,"Parks, Forestry & Recreation","Amendment to increase the Purchase Order value by $40,120.00.00 for the year two option renewal to operate a horseback riding camp at the Clairville Conservation Area for the 2015 season",CLAIREVILLE RANCH,40120.0,06/25/2015,non-competitive,,CAD
1516,8893,Long-Term Care Homes & Services,"For the supply of all labour, materials, staff, safety gear and equipment necessary to provide Integrated Pest Management Services to the City of Toronto's Long Term Care Homes and Services Division, as and when required, for the period From January 1, 2017 to May 31, 2017.",E-Safe Pest Control,40000.0,01/01/2017,non-competitive,,CAD
90,WS3108416186,Legal Services,"For the provision of legal services to the City of Toronto regarding the Defence of Ontario Fire Code Charges of the City of Toronto's Legal Services Division from date of award to December 31, 2022",Borden Ladner Gervais LLP,40000.0,10/20/2021,non-competitive,,CAD
1088,9439,Human Resources,"For the provision to provide learning services for the Intact Team Program including facilitation, provisional courses, course design and development for the period of Feb 10 to Dec 31, 2019",ST STEPHEN'S COMMUNITY HOUSE,40000.0,01/21/2019,non-competitive,,CAD
944,9847,"Parks, Forestry & Recreation","For the non-exclusive supply and delivery, of Mulch and Hardwood Chips as and when required for the various City of Toronto Divisions. This bridging contract will be based on the same terms and conditions and pricing that were outlined in Contract # 47021648",LANDSOURCE ORGANIX LTD,40000.0,07/11/2019,non-competitive,,CAD
1043,9756,Solid Waste Management Services,"For the provision to supply all labour, materials, services, tools, transportation, mileage, fuel, equipment and incidentals necessary to perform all operations to provide pressurized hot water washing, degreasing and aluminum brightening of mobile equipment to transfer stations for Solid Waste Management.",SPARKLEEN SERVICES INC,40000.0,03/14/2019,non-competitive,,CAD
916,10058,Legal Services,Amendment - for the provision of legal services,ROBINS APPLEBY LLP,40000.0,08/14/2019,non-competitive,,CAD
830,10311,Environment & Energy Office,"for the provision of the delivery of the Smart Commute Services for Scarborough and Etobicoke South from January 1, 2020 to March 31, 2020",URBAN TRANS CONSULTANTS INC,40000.0,01/14/2020,non-competitive,,CAD
1397,9029,Engineering & Construction Services - Engineering Review,For the provision of peer review services for development site applications.,Blumetric Environmental Inc.,40000.0,08/31/2017,non-competitive,,CAD
792,10248,Solid Waste Management Services,"For the provision of processing and haulage services to recycle ceramics from January 1, 2020 to June 30, 2020",Try Recycling Inc,40000.0,01/01/2020,non-competitive,,CAD
1273,9112,"Parks, Forestry & Recreation",For the provision of replacement exclusive parts for the existing equipment in children playground in City of Toronto,ABC RECREATION LTD,40000.0,04/27/2018,non-competitive,,CAD
1080,9112,"Parks, Forestry & Recreation","Amendment # 1,Option Year Renewal - Contract 47021398",ABC RECREATION LTD.,40000.0,01/24/2019,non-competitive,,CAD
331,11593,Auditor General,This information cannot be disclosed.,This information cannot be disclosed.,40000.0,03/17/2021,non-competitive,,CAD
469,11330,Economic Development & Culture,"Amendment - For the provision of HVAC, mechanical and plumbing service, maintenance, repair and installation services for various buildings for the Economic Development and Culture Division",ACTIVE MECHANICAL SERVICES,40000.0,12/29/2020,non-competitive,,CAD
1358,9099,Legal Services,This information cannot be disclosed.,This information cannot be disclosed,40000.0,12/15/2017,non-competitive,,CAD
1357,9093,Legal Services,This information cannot be disclosed.,This information cannot be disclosed,40000.0,12/15/2017,non-competitive,,CAD
1355,9107,"Parks, Forestry & Recreation","Bridging Contract for the non-exclusive supply and delivery of all labour, equipment and material necessary to provide Feminine Sanitary Waste Collection and Disposal Services at various locations within the City of Toronto.",CITRON HYGIENE LP,40000.0,11/23/2017,non-competitive,,CAD
373,11422,Information & Technology,"For the provision of the SAP Analytics Cloud which is the future of SAP Lumira discovery and Dashboard,(Xcelsius) and roadmap for the next evolution of SAP Business Objects (BOBJ) for the period from,February 15, 2021 to February 14, 2022",SAP CANADA INC,39967.1,02/23/2021,non-competitive,,CAD
911,10015,Human Resources,"For the provision of the Development and Delivery of Executive Education Seminar on Results-Based,Accountability",FISCAL POLICY STUDIES INSTITUTE,39800.0,08/26/2019,non-competitive,,CAD
1383,GM8.8,Public Health,"For the provision of the annual software support and maintenance of OfficeSpace software for the period of September 1, 2017 to August 31, 2021.",OfficeSpace Software Inc.,39600.0,10/23/2017,non-competitive,,CAD
456,11291,Toronto Water,"Amendment - for upgrading and reconfiguring the Inventory and Material Management modules to enhance cost collection, planning and scheduling of work,",SCHNEIDER ELECTRIC SOFTWARE CANADA,39600.0,12/31/2020,non-competitive,,CAD
1720,8682,Information & Technology,"Provision of Automated Network Professional Services all in accordance with the Novel Statement of Work ID 7377522 dated October 2, 2015.",Novell Canada,39484.0,11/12/2015,non-competitive,,CAD
95,WS3106544074,"Parks, Forestry & Recreation","For the Non-Competitive contract with existing vendor for the extension of proprietary information technology maintenance and support, license subscription, and the provision of profession services for the solutions",Visionmax Solutions Inc.,39411.84,09/29/2021,non-competitive,,CAD
1108,9486,Court Services,For the provision to supply printing and mailing of Notices of Fine and Due Date for defendants of the City of Toronto's Court Services Division.,DATA DIRECT GROUP INC,39325.0,01/08/2019,non-competitive,,CAD
744,10627,"Shelter, Support & Housing Administration","Amendment - For the provision of a qualified consultant to develop a digital prototype that will assist the City to more,effectively and efficiently connect people currently experiencing homelessness to housing and support,opportunities that meet their specific assessed needs and to provide support and training to City staff on,modern digital tools and techniques as required by the City's Shelter, Support, and Housing Administration,Division,",CODE 4 CANADA,38845.0,05/29/2020,non-competitive,,CAD
1331,GM8.8,Court Services,"Amendment - To add line item 30 in the amount of $38,802.00, net of all taxes and charges, for the provision of the annual software support and maintenance of Liberty Recording System for the period from January 1, 2018 to December 31, 2018",HIGH CRITERIA INC,38802.0,12/29/2017,non-competitive,,CAD
513,11239,Financial Planning,"AUTHORITY: GL16.5 adopted on October 27th, 2020.,For the provision of the 2021 annual software support and maintenance all in accordance with the terms and conditions between the City Of Toronto and Quatro Group Software Systems Inc., dated January 2006 and Invoice 05705 covering the renewal period from January 1, 2021 to December 31, 2021.",QUATRO GROUP SOFTWARE SYSTEMS INC,38199.04,12/01/2020,non-competitive,,CAD
865,10205,Corporate Finance,"Renewal - For the annual software support and,maintenance of the Financial Investments and Debt Management System (FIDM)",QUATRO GROUP SOFTWARE SYSTEMS INC,37450.04,11/28/2019,non-competitive,,CAD
1932,8444,Purchasing & Materials Management,"Amendment - To increase the target value of the contract by $37,440.00 (exclusive of taxes),and to extend the validity end date of the contract from March 12, 2014 to June 30, 2014 for emergency work as part of the Debris Management Plan for the Ice Storm on December 21 & 22, 2013.",MAPLE GREEN TREE SERVICES,37440.0,05/21/2014,non-competitive,,CAD
1489,GM8.8,Transportation Services,"Amended PO in the amount of 37,422.00, exclusive of taxes, for the provision of CarteFLEX-GISconnect for ESRI Subscription for the period from January 1, 2017 to December 31, 2017.",Applied Geologistics Inc.,37422.0,01/01/2017,non-competitive,,CAD
1655,8698,Transportation Services,"For the provision of sidewalk sweeping from April 1 to April 16, 2015 for Transport Services, Road OPerations, Scarborough District.",Fowler Construction Company Limited,37335.0,02/16/2016,non-competitive,,CAD
1734,8676,Municipal Licensing & Standards,To provide Municipal Licensing and Standards a comprehensive review of the overall approach for the full cost recovery and ensure for consistency with the City's user Fee Policy,WATSON & ASSOCIATES ECONOMISTS LTD,37313.41,10/23/2015,non-competitive,,CAD
581,11115,Information & Technology,Amendment - For the provision of resource for SAP ECC Consultant (Mohan Rao),RANDSTAD INTERIM INC,37310.0,10/02/2020,non-competitive,,CAD
185,11476,City Planning,"For the provision of SydneyEnterprise software maintenance and support for the period from March 1, 2021 to February 28, 2025, all in accordance with the signed Agreement dated December 1, 2020 and Order Supplement dated December 1, 2020.",LUCIDEA TECHNOLOGIES CORP,37300.0,02/03/2021,non-competitive,,CAD
1625,GM8.8,Transportation Services,"Provision of CarteFLEX-GISconnect for ESRI Subscription for the period from January 1, 2016 to December 31, 2016.",Applied Geologistics Inc.,37201.0,01/01/2016,non-competitive,,CAD
1893,GM22.11,"Parks, Forestry & Recreation","Amendment To increase the Purchase Order value by $37,005.00 for the year one option renewal to operate a horseback riding camp at the Clairville Conservation Area for the 2014 season ",CLAIREVILLE RANCH,37005.0,08/11/2014,non-competitive,,CAD
2208,GM22.11,"Parks, Forestry & Recreation",To operate a horseback riding camp at the Clairville Conservation Area for the 2013 season,CLAIREVILLE RANCH,37005.0,07/02/2013,non-competitive,,CAD
1551,8874,"Parks, Forestry & Recreation",Services has been rendered.  For the provision of goods and services to purchase Adobe licenses for fillable PDF forms to offer the public an option to complete forms electronically.,IMP Solutions,36900.0,12/01/2016,non-competitive,,CAD
1710,GM8.8,Court Services,"To provide annual software support and maintenance of Liberty Recording System for the period from January 1, 2016 to December 31, 2016 ",HIGH CRITERIA INC,36795.0,12/16/2015,non-competitive,,CAD
1363,GM8.8,Toronto Water,"To add line item 30 for the annual renewal of the maintenance and support of InfoWater software for the period from January 1, 2018 to December 31, 2018. The total value of the purchase order increased $36,750.00 from $73,500.00 to $110,250.00.",Innovyze Inc.,36750.0,12/11/2017,non-competitive,,CAD
1640,GM8.8,Toronto Water,"Provision of annual Maintenance and Support of InfoWater for the period from January 1, 2016 to December 31, 2016.",Innovyze inc.,36750.0,01/01/2016,non-competitive,,CAD
1168,GM8.8,Corporate Finance,"Renewal - for the annual software support and,maintenance of the Financial Investments and Debt Management System (FIDM)",QUATRO GROUP SOFTWARE SYSTEMS INC,36715.73,11/08/2018,non-competitive,,CAD
1816,8555,Environment & Energy Office,For the reservation of three (3) mobile generators for a period of three months,CUMMINS EASTERN CANADA LP,36000.0,12/24/2014,non-competitive,,CAD
2100,8229,Human Resources,"For the provision of a fully functional vendor-hosted CourseMill learning Management System solution which will serve various divisions within the City (for up to 30,000 users)",YOUACHIEVE INC,36000.0,01/28/2014,non-competitive,,CAD
1464,8969,Toronto Water,"For the provision of Public Opinion Research Services from January 1, 2017 to June 30, 2017.",IPSOS-Reid LLP,36000.0,04/03/2017,non-competitive,,CAD
1492,8959,Public Health,"For the provision of Public Opinion Research Services from January 1, 2017 to June 30, 2017.",IPSOS-Reid LP,36000.0,02/02/2017,non-competitive,,CAD
913,10080,Information & Technology,Renewal - for the ongoing support and maintenance services (Software Support) for its Payment Manager Software licenses,"ACTIVE NETWORK LTD, THE",35843.75,08/22/2019,non-competitive,,CAD
1667,GM8.8,Revenue Services,"Provision of BlueZone Emulator Concurrent Maintenance Coverage from June 27, 2016 to June 26, 2017.,AMENDMENT #3 - July 9, 2019 (NCPR 9992),Amended Purchase Order to add Line Item 40 for the provision of BlueZone Emulator Concurrent Maintenance Coverage from June 27, 2019 to June 26, 2020 all in accordance with Renewal Quotation No. Q-122201, dated April 27, 2019.,AMENDMENT #2 - May 24, 2018,Amended Purchase Order to add Line Item 30 for the provision of BlueZone Emulator Concurrent Maintenance Coverage from June 27, 2018 to June 26, 2019 all in accordance with Renewal Quote No. 3110006548, dated April 28, 2018.,AMENDMENT #1 - October 19, 2017,Amended Purchase Order to add Line Item 20 for the provision of BlueZone Emulator Concurrent Maintenance Coverage from June 27, 2017 to June 26, 2018 all in accordance with Renewal Quote No. 3110006548, dated April 28, 2017.",Rocket Software Inc.,35046.11,06/27/2016,non-competitive,,CAD
1497,8948,Engineering & Construction Services - Capital Works Delivery,"For the supply of all labour, material and equipment necessary to inspect welds and structural steel as and when required from January 20, 2017 to March 31, 2017.",BUTLER INSPECTION GROUP INC,35000.0,01/30/2017,non-competitive,,CAD
1543,8891,Long-Term Care Homes & Services,"For the non-exclusive supply of all labour, parts, materials, insurance, travel time, mileage, services, supplies, tools, apparatus, transportation, equipment and incidentals required to perform all operations necessary for the Maintenance, Repairs and Testing of Emergency Generators, at various locations within the City of Toronto for Long Term Care Homes & Services.",Standby Generator Services Inc.,35000.0,12/21/2016,non-competitive,,CAD
1652,8726,"Shelter, Support & Housing Administration",For the provision of consulting services to assist Housing Task Force complete comprehensive report on Toronto Community Housing Services.,Focus Consulting ,35000.0,02/16/2016,non-competitive,,CAD
1083,9438,Human Resources,"For the provision to provide Intact Team/division-specific learning services related to Retirement Planning for divisions for the period of Feb 10 - Dec 31, 2019.",MC PLANNING LTD,35000.0,01/24/2019,non-competitive,,CAD
2231,8164,Economic Development & Culture,"For the provision of Scotiabank Nuit Blanche website design all in accordance with the Statement of Work V2.0 dated March 6, 2013.",Devlin Digital Inc.,35000.0,04/05/2013,non-competitive,,CAD
1696,GM8.8,Corporate Finance,"For the annual Quatro Group Software System support and maintenance during the period from January 1, 2016 to December 31, 2016.",QUATRO GROUP SOFTWARE SYSTEM INC,34768.48,12/29/2015,non-competitive,,CAD
616,10968,"Shelter, Support & Housing Administration","For the supply, delivery and warranty of steel bed frames for the Shelter, Support and Housing Administration Division.","RECEIVER GENERAL OF CANADA, CSC - CORCAN",34729.0,09/09/2020,non-competitive,,CAD
1615,GM8.8,Fire Services,"Provision of proprietary One Step Web Site Licence, Maintenance and Support for the period from January 1, 2016 to December 31, 2016.",One Step Systems Inc.,34700.0,01/01/2016,non-competitive,,CAD
1365,GM8.8,Toronto Water,"To add line item 30 in the amount of $34,550, net of all taxes, to increase the value from $69,100 to $103,650.  For the annual support and maintenance of InfoWorks software for the period from January 1, 2018 to December 31, 2018.",Innovyze Inc.,34550.0,12/07/2017,non-competitive,,CAD
1364,GM8.8,Toronto Water,"To add the amount of $34,500, net of all taxes, to increase the value from $69,000 to $103,500.  For the annual support and maintenance renewal of InfoNet Software for the period from January 1, 2018 to December 31, 2018.",Innovyze Inc.,34500.0,12/07/2017,non-competitive,,CAD
874,10191,Toronto Water,Renewal - for the annual support and maintenance renewal of InfoNet Software,INNOVYZE INC,34500.0,11/19/2019,non-competitive,,CAD
1617,GM8.8,Toronto Water,"For the provision of InfoNet annual Software Support and Maintenance during the period from January 1, 2016 to December 31, 2016,",INNOVYZE INC,34500.0,04/21/2016,non-competitive,,CAD
1801,GM32.20,Corporate Finance,Amendment to add line item 50 for the 2015 FIDM Maintenance Fee,Quatro Group Software System Inc.,34334.02,02/02/2015,non-competitive,,CAD
1581,8859,Information & Technology,For the renewal of FluidSurveys White Label Subscription Seats.,SURVEYMONKEY.COM LLC,33990.0,10/17/2016,non-competitive,,CAD
253,11693,"Parks, Forestry & Recreation","For the provision of specialized equipment for Adapted Programs for people with disabilities, all in accordance with the Quotation #263038 dated February 26, 2021.",TFH Special Needs Toys Canada Inc.,33745.0,05/12/2021,non-competitive,,CAD
1403,GM12.5,Major Capital Infrastructure Coordination Office,For the supply and delivery of ArcGIS Concurrent and Single Use Desktop Licenses.,ESR Canada,33716.0,08/08/2017,non-competitive,,CAD
1758,8627,Court Services,"For the non-exclusive supply, delivery, and production of transcripts of Provincial Offences court hearings held in the Ontario Court of Justice",Durham Reporting Transcription Services,33700.0,07/28/2015,non-competitive,,CAD
2176,8222,Corporate Finance,"Amendment - Increased contract in the amount of $33,655.50 (exclusive of taxes)for the Special Contribution Module. Change Order No. 2013-004.",Quatro Group Software,33655.5,10/17/2013,non-competitive,,CAD
1855,8509,Children’s Services,For the provision of consulting services required for the development and analysis of options for the implementation of a new child care funding model.,ITYS CONSULTING,33390.0,11/18/2014,non-competitive,,CAD
781,10345,Economic Development & Culture,"For the provision of long-term storage services for Museum of Contemporary Art Toronto Canada (MOCA) for the period from January 1, 2020 to December 31, 2020",Armstrong Fine Art Services,33382.8,02/19/2020,non-competitive,,CAD
1841,8504,Facilities Operations,For the supply and delivery of one (1) Newtek TriCaster 860.,Videolink Inc,32994.5,12/03/2014,non-competitive,,CAD
183,11478,Economic Development & Culture,"For the provision of a technology upgrade for Data Migration, Cloud Hosting, and Online Public Access Catalog (OPAC) for Economic Development & Culture (EDC) Division, Scarborough Museum for the period of July 1, 2020, to June 30, 2021, all in accordance with the quotation #Q2020.08.18 COT dated August 8, 2020 and invoice #20200065 dated September 16, 2020 from Minisis Inc.",MINISIS INC,32865.6,02/12/2021,non-competitive,,CAD
2366,Doc2852112229,- Choose one -,Servicing of Solmetex Hg5 Amalgam Separators,OCTAGON MEDICAL SERVICES,32812.5,,competitive,04/08/2021,CAD
1285,GM12.5,Toronto Water,For the provision of proprietary geographic information system (GIS) software licenses,ESRI CANADA LTD,32153.0,03/27/2018,non-competitive,,CAD
694,10957,Information & Technology,"AMENDMENT # 2 August 7, 2020 - (NCPR 10957),Added line item 30 in the amount of $15,730 to extend the services of Mohan Rao from September 8, 2020 to September 30, 2020.  PO value changed from $131,950 to $147,680.",RANDSTAD INTERIM INC,31850.0,08/10/2020,non-competitive,,CAD
1804,GM16. & GM26.12,Transportation Services,"Amendment - To increase the Purchase Order value by $31,838.00(exclusive of taxes)for the provision of CarteFLEX-GISconnect for ESRI Subscription Renewal and CarteFLEX Subscription Renewal during the period from January 1, 2015 to December 31, 2015",APPLIED GEOLOGICS INC,31838.0,01/21/2015,non-competitive,,CAD
1725,8647,Transportation Services,"For the provision of Sidewalk Sweeping from April 1 to May 31, 2015 for Tranportation Services Etobicoke-York District, Road Operations.",VBN PAVING LIMITED,31630.5,11/04/2015,non-competitive,,CAD
465,11336,"Social Development, Finance & Administration",For the provision of the 2021 Quatro Maintenance and Support services,QUATRO GROUP SOFTWARE SYSTEMS INC,31599.47,12/29/2020,non-competitive,,CAD
1635,GM8.8,Toronto Water,"Citrix Software Maintenance Renewal covering the period from March 31, 2016 to December 31, 2016.",CITRIX SYSTEMS INC,31528.77,03/29/2016,non-competitive,,CAD
1494,8917,Toronto Building,"For the provision of Public Opinion Research Services from January 1, 2017 to June 30, 2017.",IPSOS-Reid LP,31500.0,01/31/2017,non-competitive,,CAD
203,11451,Long-Term Care Homes & Services,"For the provision of GoldCare and Universe Server support and maintenance for the period from January 1, 2021 to December 31, 2021, all in accordance with the signed Support Agreement dated March 1, 2021 and invoice#M03466 dated October 29, 2020.",CAMPANA SYSTEMS INC,31292.18,03/01/2021,non-competitive,,CAD
418,11316,"Parks, Forestry & Recreation","For provision of the non-exclusive supply of all labour, equipment, machinery, services, materials and,incidentals necessary to remove any decayed, damaged or dangerous tree(s) or branch(es) that poses a,danger to persons on private property on demand or as, and when, required, for the City of Toronto Parks,,Forestry and Recreation Division for a period from January 1, 2021 to June 30, 2021",DAVEY TREE EXPERT CO OF CANADA,31200.0,01/21/2021,non-competitive,,CAD
834,10313,Facilities Operations,"Amendment - For the non-exclusive supply, delivery, installation, warranty of comprehensive maintenance service of elevating devices for the City of Toronto's various divisions",SCHINDLER ELEVATOR CORPORATION,31200.0,01/06/2020,non-competitive,,CAD
1154,GM8.8,Public Health,"For the provision of Blueprint Software Systems Inc RDMS maintenance renewal, all in accordance with the signed agreement between the City of Toronto and Blueprint Software Systems Inc dated November 29, 2013.",Blueprint Software systems Inc.,31116.0,11/28/2018,non-competitive,,CAD
1330,GM22.6,Corporate Finance,For the provision of the BMA Municipal Study to provide analyses of the most current municipal competitiveness information.,BMA Management Consulting Ltd.,31040.0,01/02/2018,non-competitive,,CAD
1587,GM8.8,Facilities Management,"Provision of Class Software Maintenance & Support for the period from August 1, 2015 to July 31, 2017.",The Active Network Ltd.,31000.0,09/28/2016,non-competitive,,CAD
842,10293,"Social Development, Finance & Administration","Renewal - for the provision of Quatro Group Software,System Support & Maintenance for the CCI Cashed Cheque Information System",QUATRO GROUP SOFTWARE SYSTEMS INC,30979.87,12/23/2019,non-competitive,,CAD
1004,9863,Information & Technology,"Work Already Completed.,For the provision of 6 month Software Subscription and Support renewal",HCL America Inc.,30790.0,05/03/2019,non-competitive,,CAD
313,11278,Economic Development & Culture,"For the provision of course fees for required courses for the Certificate of Local Economic Development (LED) program for 11 students sponsored by ED&C Division for the period Fall 2020, Winter 2021, Spring/Summer 2021, and Fall 2021, all in accordance with the invoice from Ryerson University The Chang School of Continuing Education dated October 1, 2020.",Ryerson University,30595.84,01/21/2021,non-competitive,,CAD
279,11392,"Parks, Forestry & Recreation","For the provision of professional landscape consulting services for the New Splash Pad, Playground,Enhancement & General Park Improvements at Trace Manes Park.",HARRINGTON MCAVAN LTD,30570.0,04/26/2021,non-competitive,,CAD
96,SR3148686161 WS3153374620,City Planning,"For the provision of consulting services for the Villiers Island Commercial Activation Study for the period from October 1, 2021 to June 30, 2022",TATE ECONOMIC RESEARCH INC,30510.0,10/01/2021,non-competitive,,CAD
1061,GM8.8,"Social Development, Finance & Administration","Renewal - for the provision of Quatro Group Software,System Support & Maintenance for the CCI Cashed Cheque Information System",QUATRO GROUP SOFTWARE SYSTEMS INC,30372.42,02/19/2019,non-competitive,,CAD
211,11441,Information & Technology,"To add line Item 020 in the amount of $260,000 (partial payment) and line Item 030 in the amount of $35,843.76 (partial payment), for the support and maintenance of Class Booking System and Payment Manager for the period from March 1, 2021, to October 28, 2022, all in accordance with the signed Amending Agreement No. 11.","ACTIVE NETWORK LTD, THE",30285.87,01/19/2021,non-competitive,,CAD
1907,GM32.20,Toronto Water,"Amendment - To increase the Purchase Order value by $30,000.00(exclusive of taxes) for the provision of iPACS maintenance fee from July 1, 2014 to June 30, 2015",ENFOTECH & CONSULTING INC,30000.0,06/20/2014,non-competitive,,CAD
1854,8526,Legal Services,For the provision of a project management/claims consultant services required the review for the Nathan Phillips Square Revitalization Project.,REVAY AND ASSOCIATES LIMITED,30000.0,11/18/2014,non-competitive,,CAD
432,11187,Economic Development & Culture,"For the provision of alarm monitoring, mobile response, stand-by for system failures and on demand,corrective maintenance and support for security systems at 18 Economic Development and Culture sites,for the City of Toronto.,This bridging contract will be based on the same terms and conditions and pricing that were outlined in,Contract #47019605,(Relating to competitive call No. 9101-15-7141).",GRAHAM ALARM MONITORING LTD,30000.0,01/01/2021,non-competitive,,CAD
1871,8522,Municipal Licensing & Standards,"For the Collection, Removal and Disposal of extreme hoarding at 49 Winnifred Avenue and 324 Beech Avenue",JUNK IT INC,30000.0,10/01/2014,non-competitive,,CAD
341,11320,Solid Waste Management Services,"Renewal - Procurement of the non-exclusive supply, delivery, installation, removal and disposal of Chain Link Fencing for the City of Toronto Solid Waste Management Services Division as and when required for the period from September 16, 2020 to December 31, 2020",TRISTAR FENCE LTD,30000.0,03/12/2021,non-competitive,,CAD
980,9885,Chief Financial Officer,For the provision of the additional professional services for the Blockchain Proof of Concept,ERNST & YOUNG LLP,30000.0,05/28/2019,non-competitive,,CAD
1340,GM23.15,Public Health,"Amendment - The target value has been increased from $532,000 by $30,000 to now read as $562,000. The Validity end date of the contract has been extended to December 31, 2018 from December 31, 2017 for the delivery of Gift Certificates to be used by staff in Public Health Division for both the Healthy Family and Healthy Living Services Programs.",SOBEY'S INC (ONTARIO DIVISION),30000.0,12/21/2017,non-competitive,,CAD
1085,9437,Human Resources,"For the provision to provide Intact Team/division-specific learning services related to Leadership Development for divisions for the period of Feb 10 - Dec 31, 2019.",LEADERSHIP FRONTIERS INC,30000.0,01/23/2019,non-competitive,,CAD
1,SR3340977767 WS3341615112,Information & Technology,"For the provision of the non-exclusive supply, delivery and warranty of Entrust Public SSL Certificate and Services for a period of one (1) year from February 1, 2022 to January 31 2023, for the City of Toronto's,Technology Services Division.",DLS TECHNOLOGY CORPORATION,30000.0,02/01/2022,non-competitive,,CAD
946,9802,"Parks, Forestry & Recreation","For the provision of for the non-exclusive supply of all the labour and materials necessary to locate, control and dispose of hazardous vegetation (as and when required) at designated parkland sites for the City of Toronto's Parks, Forestry & Recreation Division. This bridging contract will be based on the same terms and conditions and pricing that were outlined in Contract # 47019973.",EUSCHNER'S LAWN & LANDSCAPE,30000.0,07/08/2019,non-competitive,,CAD
2211,GM32.20,Toronto Water,"Amendment - To increase the Purchase Order value by $30,000.00(exclusive of taxes) for the provision of iPACS maintenance fee from July 1, 2013 to June 30, 2014",ENFOTECH & CONSULTING INC,30000.0,06/26/2013,non-competitive,,CAD
209,11551,Transportation Services,"For the provision of 35 pieces of speed humps to install,at six locations, plus the capacity to order 13 more pieces if needed for replacement, for trial use for the left-turn calming pilot project for the period from March 17, 2021 to December 31,2022, all in accordance with the Quote #QUOCAN1910 from Barco Products Canada dated February 5, 2021 and the Concurrence Form dated February 22, 2021.",BARCO PRODUCTS CANADA,30000.0,04/06/2021,non-competitive,,CAD
1117,GM8.8,Information & Technology,"For the provision of Annual Software Maintenance Support for the Period from January 1, 2019 to December 31, 2019 per Bluebee Invoice No.25 957.",BLUEBEE SOFTWARE INC,29984.13,12/28/2018,non-competitive,,CAD
